year_month,month_of_release,passenger_type,direction,citizenship,visa,country_of_residence,estimate,standard_error,status,_id
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Other,India,7,0,Final,28194
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Other,Indonesia,1,0,Final,28195
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Other,Italy,1,0,Final,28196
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Other,"Korea, Republic of",1,0,Final,28197
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Other,Malaysia,5,0,Final,28198
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Other,Nigeria,2,0,Final,28199
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Other,Not Stated,9,0,Final,28200
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Other,Oceania and Antarctica,15,0,Final,28201
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Other,Peru,1,0,Final,28202
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Other,Philippines,11,0,Final,28203
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Other,Russia,1,0,Final,28204
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Other,Samoa,8,0,Final,28205
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Other,Singapore,1,0,Final,28206
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Other,Slovakia,2,0,Final,28207
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Other,South Africa,1,0,Final,28208
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Other,Taiwan,1,0,Final,28209
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Other,Thailand,6,0,Final,28210
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Other,The Americas,7,0,Final,28211
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Other,Tonga,3,0,Final,28212
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Other,TOTAL,84,0,Final,28213
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Other,United Kingdom,1,0,Final,28214
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Other,United States of America,5,0,Final,28215
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Other,Uruguay,1,0,Final,28216
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Resident,Afghanistan,18,0,Final,28217
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Resident,Africa and the Middle East,95,0,Final,28218
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Resident,Asia,504,0,Final,28219
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Resident,Australia,43,0,Final,28220
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Resident,Bahrain,1,0,Final,28221
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Resident,Bangladesh,1,0,Final,28222
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Resident,Belgium,1,0,Final,28223
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Resident,Cambodia,3,0,Final,28224
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Resident,Canada,16,0,Final,28225
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Resident,Chile,3,0,Final,28226
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Resident,"China, People's Republic of",191,0,Final,28227
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Resident,Colombia,2,0,Final,28228
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Resident,Cook Islands,1,0,Final,28229
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Resident,Croatia,1,0,Final,28230
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Resident,Ecuador,17,0,Final,28231
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Resident,Egypt,1,0,Final,28232
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Resident,Europe,144,0,Final,28233
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Resident,Fiji,21,0,Final,28234
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Resident,France,3,0,Final,28235
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Resident,French Polynesia,1,0,Final,28236
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Resident,Germany,5,0,Final,28237
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Resident,Hong Kong (Special Administrative Region),5,0,Final,28238
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Resident,India,94,0,Final,28239
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Resident,Indonesia,14,0,Final,28240
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Resident,Iran,18,0,Final,28241
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Resident,Iraq,2,0,Final,28242
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Resident,Ireland,10,0,Final,28243
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Resident,Israel,1,0,Final,28244
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Resident,Italy,6,0,Final,28245
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Resident,Japan,3,0,Final,28246
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Resident,Jordan,1,0,Final,28247
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Resident,Kenya,1,0,Final,28248
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Resident,"Korea, Republic of",19,0,Final,28249
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Resident,Kuwait,2,0,Final,28250
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Resident,Malaysia,52,0,Final,28251
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Resident,Nepal,2,0,Final,28252
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Resident,Netherlands,2,0,Final,28253
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Resident,New Zealand,1,0,Final,28254
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Resident,Not Stated,291,0,Final,28255
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Resident,Oceania and Antarctica,235,0,Final,28256
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Resident,Oman,6,0,Final,28257
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Resident,Pakistan,13,0,Final,28258
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Resident,Philippines,46,0,Final,28259
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Resident,Poland,3,0,Final,28260
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Resident,Qatar,1,0,Final,28261
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Resident,Romania,2,0,Final,28262
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Resident,Russia,2,0,Final,28263
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Resident,Samoa,145,0,Final,28264
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Resident,"Samoa, American",1,0,Final,28265
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Resident,Saudi Arabia,16,0,Final,28266
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Resident,Singapore,23,0,Final,28267
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Resident,South Africa,41,0,Final,28268
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Resident,Spain,4,0,Final,28269
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Resident,Sri Lanka,8,0,Final,28270
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Resident,Sweden,2,0,Final,28271
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Resident,Switzerland,1,0,Final,28272
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Resident,Taiwan,5,0,Final,28273
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Resident,Thailand,4,0,Final,28274
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Resident,The Americas,54,0,Final,28275
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Resident,Tonga,21,0,Final,28276
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Resident,TOTAL,1323,0,Final,28277
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Resident,Tuvalu,1,0,Final,28278
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Resident,United Arab Emirates,4,0,Final,28279
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Resident,United Kingdom,102,0,Final,28280
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Resident,United States of America,16,0,Final,28281
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Resident,Viet Nam,3,0,Final,28282
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Student,Africa and the Middle East,62,0,Final,28283
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Student,Asia,1291,0,Final,28284
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Student,Australia,4,0,Final,28285
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Student,Austria,1,0,Final,28286
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Student,Bangladesh,16,0,Final,28287
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Student,Botswana,1,0,Final,28288
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Student,Brazil,10,0,Final,28289
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Student,Cambodia,6,0,Final,28290
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Student,Canada,8,0,Final,28291
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Student,Chile,1,0,Final,28292
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Student,"China, People's Republic of",200,0,Final,28293
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Student,Colombia,15,0,Final,28294
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Student,Denmark,2,0,Final,28295
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Student,Europe,61,0,Final,28296
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Student,Fiji,44,0,Final,28297
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Student,France,5,0,Final,28298
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Student,Germany,2,0,Final,28299
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Student,Hong Kong (Special Administrative Region),9,0,Final,28300
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Student,India,784,0,Final,28301
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Student,Indonesia,14,0,Final,28302
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Student,Iran,3,0,Final,28303
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Student,Ireland,4,0,Final,28304
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Student,Italy,2,0,Final,28305
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Student,Japan,9,0,Final,28306
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Student,Kazakhstan,1,0,Final,28307
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Student,Kenya,2,0,Final,28308
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Student,Kiribati,3,0,Final,28309
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Student,"Korea, Republic of",22,0,Final,28310
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Student,Kuwait,1,0,Final,28311
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Student,Libya,1,0,Final,28312
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Student,Malaysia,32,0,Final,28313
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Student,Maldives,1,0,Final,28314
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Student,Mauritius,1,0,Final,28315
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Student,Mexico,1,0,Final,28316
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Student,Mongolia,2,0,Final,28317
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Student,Morocco,1,0,Final,28318
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Student,Myanmar,1,0,Final,28319
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Student,Nepal,21,0,Final,28320
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Student,Netherlands,2,0,Final,28321
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Student,New Caledonia,1,0,Final,28322
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Student,New Zealand,2,0,Final,28323
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Student,Nigeria,7,0,Final,28324
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Student,Norway,2,0,Final,28325
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Student,Not Stated,119,0,Final,28326
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Student,Oceania and Antarctica,70,0,Final,28327
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Student,Oman,3,0,Final,28328
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Student,Pakistan,2,0,Final,28329
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Student,Papua New Guinea,4,0,Final,28330
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Student,Philippines,101,0,Final,28331
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Student,Portugal,2,0,Final,28332
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Student,Qatar,1,0,Final,28333
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Student,Russia,11,0,Final,28334
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Student,Rwanda,3,0,Final,28335
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Student,Saudi Arabia,8,0,Final,28336
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Student,Serbia,1,0,Final,28337
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Student,Singapore,18,0,Final,28338
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Student,South Africa,20,0,Final,28339
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Student,Spain,3,0,Final,28340
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Student,Sri Lanka,15,0,Final,28341
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Student,Sweden,1,0,Final,28342
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Student,Switzerland,4,0,Final,28343
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Student,Taiwan,7,0,Final,28344
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Student,Tanzania,1,0,Final,28345
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Student,Thailand,18,0,Final,28346
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Student,The Americas,59,0,Final,28347
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Student,Timor-Leste,1,0,Final,28348
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Student,Tonga,7,0,Final,28349
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Student,TOTAL,1662,0,Final,28350
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Student,Turkey,2,0,Final,28351
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Student,Tuvalu,4,0,Final,28352
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Student,Uganda,1,0,Final,28353
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Student,United Arab Emirates,6,0,Final,28354
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Student,United Kingdom,19,0,Final,28355
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Student,United States of America,24,0,Final,28356
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Student,Uzbekistan,1,0,Final,28357
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Student,Vanuatu,1,0,Final,28358
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Student,Viet Nam,10,0,Final,28359
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Visitor,Afghanistan,9,0,Final,28360
2014-06,2018-12,Long-term migrant,Arrivals,non-NZ,Visitor,Africa and the Middle East,148,0,Final,28361
